GEOID10,avgReleasesLb_10yr
08013012904,0
08013012707,186827.4198
08013012905,0
08013012103,0
08013012800,0
08123001412,0
08123001407,0
08123001408,0
08123001405,0
08123001406,0
08123001414,0
08123001003,0
08123002207,0
08123002009,0
08123001908,0
08123002010,0.267381818
08123001906,0
08123002103,52826.17273
08123001410,0
08123002208,0
08123001417,0
08123001416,8.201818182
08123001005,0
08123001004,0
08123000705,85092.33636
08123000800,1100.042
08123000200,0
08123000100,0
08123000300,0
08123000900,0
08123000402,0
08123001202,0
08123001300,42.79208909
08123001201,0
08123000502,0
08123000401,0
08123001100,0
08123001800,4.709236364
08123000600,26420.39091
08123001700,0
08123001404,0
08123002502,5065.365182
08123001902,0
08123001500,804.8509091
08123002300,0
08123000701,0
08123001600,0
08123002501,0
08111972600,0
08085966502,0
08085966601,0
08085966602,0
08085966201,0
08085966503,0
08085966501,0
08085966202,0
08085966100,52011.17152
08085966400,0
08085966300,0
08123000501,0
08123002013,0
08123002012,0
08014980100,0
08121924100,0
08121924200,0
08123002006,0
08123002102,0
08123002101,0
08123002210,0
08123002209,39240.28727
08123002206,0
08123002205,158.3636364
08014980300,0
08014030200,0
08014031100,0
08014031300,0
08014031400,0
08014030600,0
08014030900,0
08014030800,0
08014031000,0
08123002204,0
08123002203,431361.7574
08123002014,0
08123002017,0
08123002011,0
08123002015,0
08123001907,21559.96647
08123001905,76097.0108
08123002021,0
08014030500,0
08014980200,0
08014030300,0
08014030000,0
08014030100,0
08014030400,0
08014031200,11356.19312
08014030700,0
08123002020,0
08123002016,12684.26455
08123002018,0
08123002019,0
08123002008,0
08123002007,0
08123002005,0
08107000800,0
08107000700,0
08107000500,0
08107000200,0
08107000400,0
08107000600,0
08107000300,867288.1524
08107000100,1.27273E-05
08123002004,0
08123000704,0
08123000703,0
08123001006,0
08123001413,0
08123001415,0
08123001409,0
08123001411,0
08031006804,0
08031006701,0
08031006809,0
08031006812,0
08031004004,0
08031004003,0
08031006901,0
08031002901,0
08031002802,0
08031002801,0
08031002803,0
08031005503,0
08031005502,0
08031007013,0
08031005002,0
08031005001,0
08031005102,0
08031005300,0
08031004801,0
08031001402,0
08031001401,0
08031001302,0
08031001301,0
08031005104,0
08031004303,0
08031004002,0
08031004005,0
08031003902,0
08031003004,0
08031004603,0
08031004601,0
08031000903,0
08031006810,0
08031012001,0
08031012010,0
08007940400,0
08007974200,0
08007974400,0
08007974300,0
08047013800,0
08031012014,0
08031004700,0
08031001000,0.229272727
08031011903,0
08031004404,0
08031004403,0
08031004304,0
08031004302,0
08031004202,0
08031004104,0
08093000500,0
08093000400,0
08093000100,0
08093000300,0
08093000200,0
08031004301,0
08031004201,0
08031003703,0
08031003300,0
08031004103,0
08031003003,0
08031004102,9854.600791
08031004101,26921.15182
08031003702,0
08031003203,0
08031003202,0
08031003901,0
08031003800,0
08031003402,0
08031003401,0
08031002902,0
08031003701,0
08031003201,0
08031002703,0
08031003102,0
08031003101,0
08031002402,0
08031002602,0
08031003603,0
08031003002,0
08031003500,8044.360811
08031003602,0
08031002300,0
08031003601,0
08031002702,0
08031002701,0
08031002601,0
08031002403,0
08031002000,2990.599273
08031001800,0
08031001701,0
08031001600,4.204454545
08031008306,0
08031001500,864.1678
08031001101,0
08031000402,0
08031000401,0
08031000800,0
08031000701,0
08031000502,0
08031000303,0
08031980100,216.8304545
08031015500,0
08031000501,0
08031000302,0
08031000202,0
08031000102,0
08031000201,0
08031004405,0
08031004106,3525.800455
08031015600,148774.0839
08031015400,0
08031008390,0
08031008391,0
08031000301,0
08031001901,202.6041891
08031980000,0
08031000905,0
08031000702,0
08031008389,0
08031008386,0
08031015300,8.090909091
08031004306,0
08031004107,0
08031008388,0
08031001102,0
08031000600,0
08031004602,0
08031001702,0
08031008387,0
08031008312,0
08031015700,0
08031001902,0
08031004506,0
08031011902,0
08031005200,0
08031002100,0.363636364
08031000902,0
08031000904,0
08031008305,0
08031008304,0
08031007006,0
08031004505,0
08031004504,0
08031004503,0
08031004006,0
08031003001,0
08031001403,747.6265455
08031006813,0
08031006814,0
08031006811,0
08031007037,0
08031007088,0
08031007089,0
08005081800,0
08005007500,0
08005082300,0
08005081600,0
08005080700,0
08005006808,0
08005084600,0
08005006711,0
08005006815,0
08005082600,0
08005080200,0
08041003801,3854.736364
08041005111,0
08041007101,0
08041007201,0
08041006901,0
08041006301,11352.72727
08041006302,0
08041005110,0
08041006801,0
08041006802,0
08041004601,0
08041004511,703305.4686
08041004602,0
08041007601,1.54545E-05
08041007602,0
08041007202,0
08041003802,0
08041003307,0
08041003400,0
08041006700,0
08041003701,4572.549909
08041004100,0
08041004200,0
08041004508,0
08041004507,0
08041004506,0
08041004300,0
08041005000,0
08041006200,0
08041006100,0
08041006000,0
08041005900,0
08041005800,0
08041005700,0
08041005602,0
08041004703,0
08041004009,0
08041005202,0
08041003905,0
08041003706,0
08041003705,0
08041003000,0
08041003303,37579.36364
08041004503,0
08041002900,0
08041002000,0
08041004502,5758.885824
08041001900,0
08041001800,0
08041001700,0
08041001600,0
08041001500,0
08041003906,0
08041001101,0
08041001000,0
08041000900,0
08041005109,0
08041005105,0
08041005107,0
08041007102,0
08041004705,0
08041005106,0
08041004706,0
08041006902,0
08041004603,0
08041004510,0
08041005108,0
08041003308,0
08041003305,0
08041004401,0
08041004403,0
08041004402,468163.1273
08041003306,0
08041005104,24234.11611
08041005502,0
08041004702,0
08041000101,0
08041008000,0
08041003709,2562.735455
08041007400,0
08041003707,0
08041003708,0
08041006502,0
08041006600,0
08041006501,0
08041006400,0
08041005601,0
08041005400,0
08041005300,0
08041005201,0
08041004800,0
08041002700,0
08041002501,0
08041002502,0
08041002400,0
08041002200,0
08041002102,0
08041003100,0
08041002101,0
08041001400,0
08041001302,0
08041001104,0
08041000800,0
08041000700,0
08041000600,0
08041000500,0
08041000400,0
08041007800,0
08041000302,6410.261818
08041007700,0
08005083500,0
08005082800,0
08005082400,0
08005005630,0
08005005631,0
08005005628,0
08005005632,0
08005005629,0
08005084400,0
08055960900,0
08055960600,0
08005005624,0
08005005627,0
08005005614,0
08005006707,0
08005006708,0
08005006604,0
08005006603,0
08005006705,0
08005006601,0
08005005621,0
08005005625,0
08005006704,0
08005005620,0
08005006709,0
08005005619,0
08005005633,0
08005081700,0
08005015100,0
08005083900,0
08005082900,0
08005087300,0
08005086900,0
08005087100,0
08005007301,0
08005006100,0
08005006300,0
08005006706,0
08005006200,1895.272727
08005005952,0
08005005951,0
08005005800,0
08005005612,0
08005006400,0
08005006000,653.1818182
08041000301,0
08041000203,0
08005080500,0
08005083000,0
08005083200,0
08005085900,0
08005006855,0
08005086400,0
08005086700,0
08005007103,0
08005005700,0
08005005622,0
08005005611,0
08005007400,0
08005005553,5.501818182
08005005626,0
08005007600,0
08041000202,0
08041007900,0
08041000102,0
08041004701,0
08041005501,0
08041004901,0
08041004902,0
08041004501,73.75710273
08041004008,0
08041007000,0
08041003702,0
08041002800,0
08041001301,0
08041003902,0
08041007300,0
08005083700,0
08005086100,0
08005007107,0
08005085100,0
08005085600,0
08005085500,0
08005087000,0
08005086800,0
08005005551,510.1609091
08005007702,0
08005080100,0
08005084800,0
08005007101,0
08005081900,0
08005082000,0
08005081400,0
08005007202,0
08041007500,0
08041003909,0
08041002300,342515.6023
08005087200,0
08005085000,0
08005083800,0
08005007105,0
08005007104,1003.738182
08005086000,0
08005007106,0
08005083100,0
08005080600,0
08005007302,0
08005080000,0
08005006854,0
08005007201,0
08005083600,0
08005086600,0
08005085300,0
08005085200,0
08005086500,0
08005086300,0
08005006856,72.89090909
08005006857,0
08005006501,0
08005005623,0
08005006713,0
08005006858,0
08005005635,0
08005006712,0
08005005636,0
08005004951,0
08005004952,0
08005082700,0
08005082200,0
08005082500,0
08005081500,0
08005006502,0
08005005552,1.363636364
08005007704,0
08005084100,0
08005084500,0
08005005634,1274.348182
08005084900,0
08005081100,0
08005081200,0
08005084700,0
08005084200,0
08005084300,0
08005085800,0
08005083400,0
08005081300,0
08005085400,0
08005086200,0
08005085700,0
08005083300,0
08005084000,0
08005007703,0
08005082100,0
08005081000,0
08005080300,0
08005080400,0
08005080800,0
08005080900,0
